frame,track_id,x1,y1,x2,y2,cx,cy
754,3,704,509,774,806,739,657
754,4,843,483,934,883,888,683
754,5,618,569,709,980,663,774
754,8,1325,505,1417,817,1371,661
754,7,1161,581,1272,986,1216,783
754,39,381,487,471,808,426,647
754,45,202,557,329,969,265,763
755,1,1022,505,1106,813,1064,659
755,2,1475,577,1636,993,1555,785
755,3,705,511,774,806,739,658
755,4,844,485,933,883,888,684
755,5,618,570,709,980,663,775
755,8,1325,505,1417,817,1371,661
755,7,1163,583,1271,985,1217,784
755,39,382,487,470,808,426,647
755,45,204,565,328,969,266,767
756,1,1022,506,1106,813,1064,659
756,2,1477,576,1636,993,1556,784
756,3,705,513,772,806,738,659
756,4,847,495,932,883,889,689
756,5,619,571,709,980,664,775
756,8,1326,505,1417,817,1371,661
756,7,1164,588,1270,985,1217,786
756,39,384,488,470,807,427,647
756,45,205,571,328,969,266,770
757,1,1022,506,1105,813,1063,659
757,2,1478,575,1636,992,1557,783
757,3,706,514,772,806,739,660
757,4,849,504,931,883,890,693
757,5,619,572,709,980,664,776
757,8,1325,505,1417,817,1371,661
757,7,1165,588,1270,985,1217,786
757,39,385,488,471,807,428,647
757,45,206,572,328,969,267,770
758,1,1023,506,1105,813,1064,659
758,2,1479,576,1635,992,1557,784
758,3,706,515,772,806,739,660
758,4,850,509,930,883,890,696
758,5,620,573,709,979,664,776
758,8,1325,505,1417,817,1371,661
758,7,1167,601,1267,985,1217,793
758,39,386,489,470,807,428,648
758,45,206,573,328,969,267,771
759,1,1023,506,1105,813,1064,659
759,2,1479,577,1634,993,1556,785
759,3,708,515,773,806,740,660
759,4,851,511,930,883,890,697
759,5,621,574,709,979,665,776
759,8,1325,505,1417,817,1371,661
759,7,1168,610,1266,985,1217,797
759,39,386,489,470,807,428,648
759,45,207,573,329,969,268,771
760,1,1023,506,1104,813,1063,659
760,2,1480,578,1634,993,1557,785
760,3,708,514,772,806,740,660
760,4,852,512,930,883,891,697
760,5,622,573,710,979,666,776
760,8,1325,505,1418,817,1371,661
760,7,1168,597,1267,985,1217,791
760,39,387,489,470,807,428,648
760,45,208,574,330,969,269,771
761,1,1023,506,1104,813,1063,659
761,2,1481,579,1633,993,1557,786
761,3,708,514,772,806,740,660
761,4,853,512,930,883,891,697
761,5,622,572,710,979,666,775
761,8,1325,505,1418,817,1371,661
761,7,1168,592,1268,985,1218,788
761,39,387,489,470,807,428,648
761,45,209,574,330,969,269,771
762,1,1023,506,1104,813,1063,659
762,2,1481,579,1632,993,1556,786
762,3,708,514,771,806,739,660
762,4,853,512,930,883,891,697
762,5,622,572,710,980,666,776
762,8,1325,505,1418,817,1371,661
762,7,1169,589,1270,985,1219,787
762,39,388,489,470,807,429,648
762,45,210,574,331,969,270,771
763,1,1024,507,1104,813,1064,660
763,2,1481,578,1632,993,1556,785
763,3,708,514,771,806,739,660
763,4,854,512,930,883,892,697
763,5,623,572,710,980,666,776
763,8,1325,505,1418,817,1371,661
763,7,1169,590,1270,986,1219,788
763,39,388,488,469,807,428,647
763,45,211,574,331,969,271,771
764,1,1024,507,1103,813,1063,660
764,2,1482,578,1632,993,1557,785
764,3,708,514,771,806,739,660
764,4,854,512,930,883,892,697
764,5,623,573,710,979,666,776
764,8,1326,505,1419,817,1372,661
764,7,1169,591,1270,986,1219,788
764,39,388,488,469,807,428,647
764,45,211,574,332,969,271,771
765,1,1024,507,1103,813,1063,660
765,2,1482,578,1631,993,1556,785
765,3,708,513,770,806,739,659
765,4,855,512,930,883,892,697
765,5,623,573,710,979,666,776
765,8,1326,505,1419,817,1372,661
765,7,1170,591,1271,986,1220,788
765,39,388,488,468,807,428,647
765,45,212,575,332,969,272,772
766,1,1024,507,1103,813,1063,660
766,2,1482,577,1630,993,1556,785
766,3,708,513,770,806,739,659
766,4,856,512,930,883,893,697
766,5,624,574,710,980,667,777
766,8,1326,505,1420,817,1373,661
766,7,1170,589,1272,986,1221,787
766,39,388,489,467,807,427,648
766,45,213,575,333,969,273,772
767,1,1024,507,1103,813,1063,660
767,2,1481,576,1629,993,1555,784
767,3,708,513,770,806,739,659
767,4,856,512,930,883,893,697
767,5,624,574,710,979,667,776
767,8,1327,505,1421,817,1374,661
767,7,1171,590,1272,986,1221,788
767,39,388,489,467,807,427,648
767,45,214,575,334,969,274,772
768,1,1024,507,1103,813,1063,660
768,2,1480,573,1627,993,1553,783
768,3,708,513,770,806,739,659
768,4,856,512,930,883,893,697
768,5,624,574,710,980,667,777
768,8,1327,505,1422,817,1374,661
768,7,1171,589,1273,986,1222,787
768,39,389,490,466,807,427,648
768,45,216,575,334,968,275,771
769,1,1024,507,1103,813,1063,660
769,2,1479,570,1626,993,1552,781
769,3,707,512,769,806,738,659
769,4,856,512,930,883,893,697
769,5,625,574,710,980,667,777
769,8,1326,505,1421,817,1373,661
769,7,1171,588,1274,986,1222,787
769,39,389,490,466,807,427,648
769,45,216,576,335,968,275,772
770,1,1024,507,1103,813,1063,660
770,2,1479,567,1625,993,1552,780
770,3,707,512,769,806,738,659
770,4,856,512,930,883,893,697
770,5,625,574,710,980,667,777
770,8,1326,505,1421,817,1373,661
770,7,1171,588,1274,986,1222,787
770,39,389,489,465,807,427,648
770,45,217,576,335,968,276,772
771,1,1025,507,1103,814,1064,660
771,2,1478,563,1623,993,1550,778
771,3,708,513,769,806,738,659
771,4,856,513,930,883,893,698
771,5,625,574,710,980,667,777
771,8,1326,505,1421,817,1373,661
771,7,1172,588,1275,986,1223,787
771,39,389,489,465,807,427,648
771,45,218,576,335,968,276,772
772,1,1025,507,1102,814,1063,660
772,2,1477,559,1622,993,1549,776
772,3,708,513,770,806,739,659
772,4,856,513,930,883,893,698
772,5,625,574,710,979,667,776
772,8,1327,505,1422,817,1374,661
772,7,1171,587,1275,986,1223,786
772,39,388,489,464,808,426,648
772,45,219,576,335,968,277,772
773,1,1025,507,1102,814,1063,660
773,2,1477,555,1621,993,1549,774
773,3,709,513,770,806,739,659
773,4,856,513,930,883,893,698
773,5,625,575,710,980,667,777
773,8,1327,505,1423,817,1375,661
773,7,1171,586,1276,986,1223,786
773,39,387,488,463,808,425,648
773,45,220,576,335,968,277,772
774,1,1025,507,1102,814,1063,660
774,2,1476,551,1620,992,1548,771
774,3,709,513,770,806,739,659
774,4,856,513,929,883,892,698
774,5,625,575,710,980,667,777
774,8,1328,506,1425,818,1376,662
774,7,1171,585,1276,986,1223,785
774,39,386,488,462,807,424,647
774,45,221,576,336,968,278,772
775,1,1025,507,1102,814,1063,660
775,2,1475,548,1618,992,1546,770
775,3,709,513,770,806,739,659
775,4,856,513,929,883,892,698
775,5,625,574,710,980,667,777
775,8,1329,506,1426,818,1377,662
775,7,1171,585,1277,986,1224,785
775,39,386,488,461,807,423,647
775,45,222,577,336,968,279,772
776,1,1025,506,1102,814,1063,660
776,2,1476,547,1617,992,1546,769
776,3,709,513,770,806,739,659
776,4,856,512,929,883,892,697
776,5,625,573,710,980,667,776
776,8,1329,505,1427,818,1378,661
776,7,1171,586,1277,986,1224,786
776,39,386,487,461,807,423,647
776,45,223,577,337,968,280,772
777,1,1025,506,1102,814,1063,660
777,2,1477,547,1616,992,1546,769
777,3,709,512,770,806,739,659
777,4,855,512,928,883,891,697
777,5,625,572,709,980,667,776
777,8,1329,506,1428,817,1378,661
777,7,1171,585,1278,986,1224,785
777,39,386,487,462,808,424,647
777,45,223,577,336,968,279,772
778,1,1025,506,1102,814,1063,660
778,2,1478,548,1616,992,1547,770
778,3,709,513,770,806,739,659
778,4,855,512,927,883,891,697
778,5,625,572,709,980,667,776
778,8,1330,506,1430,817,1380,661
778,7,1171,586,1278,986,1224,786
778,39,387,488,462,808,424,648
778,45,224,577,337,968,280,772
779,1,1025,506,1102,814,1063,660
779,2,1480,552,1616,992,1548,772
779,3,708,513,770,806,739,659
779,4,855,512,927,883,891,697
779,5,625,572,709,980,667,776
779,8,1330,507,1431,817,1380,662
779,7,1171,584,1279,986,1225,785
779,39,387,489,461,808,424,648
779,45,225,577,337,968,281,772
780,1,1025,506,1102,814,1063,660
780,2,1482,556,1616,993,1549,774
780,3,708,513,770,806,739,659
780,4,854,512,926,883,890,697
780,5,626,572,710,980,668,776
780,8,1330,507,1432,817,1381,662
780,7,1171,585,1280,985,1225,785
780,39,388,490,462,808,425,649
780,45,227,577,338,968,282,772
781,1,1026,506,1102,813,1064,659
781,2,1484,561,1617,993,1550,777
781,3,708,514,770,806,739,660
781,4,853,513,925,883,889,698
781,5,626,572,711,979,668,775
781,8,1332,506,1435,817,1383,661
781,7,1172,584,1281,986,1226,785
781,39,388,492,461,808,424,650
781,45,228,579,339,968,283,773
782,1,1026,506,1102,813,1064,659
782,2,1486,566,1619,993,1552,779
782,3,708,514,770,806,739,660
782,4,853,515,924,883,888,699
782,5,626,573,711,979,668,776
782,8,1332,507,1437,818,1384,662
782,7,1172,584,1282,986,1227,785
782,39,388,493,461,808,424,650
782,45,230,579,340,968,285,773
783,1,1026,506,1102,813,1064,659
783,2,1488,574,1619,993,1553,783
783,3,706,516,768,806,737,661
783,4,852,514,923,883,887,698
783,5,626,574,711,979,668,776
783,8,1332,508,1438,818,1385,663
783,7,1172,585,1284,986,1228,785
783,39,389,494,462,808,425,651
783,45,231,579,342,968,286,773
784,1,1026,508,1102,813,1064,660
784,2,1490,583,1620,993,1555,788
784,3,707,516,769,806,738,661
784,4,851,513,921,883,886,698
784,5,626,575,711,980,668,777
784,8,1332,511,1438,818,1385,664
784,7,1172,585,1285,987,1228,786
784,39,390,495,463,808,426,651
784,45,234,581,343,969,288,775
785,1,1026,509,1103,813,1064,661
785,2,1491,590,1620,993,1555,791
785,3,709,517,772,806,740,661
785,4,850,513,921,883,885,698
785,5,625,577,711,980,668,778
785,8,1332,512,1439,818,1385,665
785,7,1172,587,1286,987,1229,787
785,39,391,496,463,807,427,651
785,45,235,584,344,969,289,776
786,1,1028,511,1104,812,1066,661
786,2,1493,600,1621,993,1557,796
786,3,709,518,773,806,741,662
786,4,849,516,920,883,884,699
786,5,625,579,711,980,668,779
786,8,1332,514,1440,818,1386,666
786,7,1172,589,1287,987,1229,788
786,39,392,499,464,807,428,653
786,45,237,589,344,969,290,779
787,1,1030,517,1106,813,1068,665
787,2,1494,615,1621,993,1557,804
787,3,709,521,773,806,741,663
787,4,848,518,919,883,883,700
787,5,623,582,709,980,666,781
787,8,1334,518,1442,817,1388,667
787,7,1172,593,1288,986,1230,789
787,39,393,502,466,807,429,654
787,45,238,595,344,969,291,782
788,1,1031,522,1107,813,1069,667
788,2,1495,627,1621,993,1558,810
788,3,710,523,775,805,742,664
788,4,848,518,919,883,883,700
788,5,622,585,709,980,665,782
788,8,1333,520,1443,818,1388,669
788,7,1173,597,1288,986,1230,791
788,39,395,505,468,807,431,656
788,45,238,599,344,969,291,784
789,1,1032,528,1108,813,1070,670
789,2,1497,644,1621,993,1559,818
789,3,710,529,774,806,742,667
789,4,848,520,920,883,884,701
789,5,622,592,708,979,665,785
789,8,1333,522,1443,818,1388,670
789,7,1173,605,1288,986,1230,795
789,39,395,509,469,808,432,658
789,45,237,606,342,969,289,787
790,1,1033,533,1110,813,1071,673
790,2,1497,655,1622,993,1559,824
790,3,708,536,773,806,740,671
790,4,848,525,920,883,884,704
790,5,623,601,708,979,665,790
790,8,1333,526,1443,818,1388,672
790,7,1176,613,1291,986,1233,799
790,39,396,516,471,808,433,662
790,45,238,613,342,969,290,791
791,1,1033,533,1111,813,1072,673
791,2,1496,658,1623,993,1559,825
791,3,709,542,774,806,741,674
791,4,848,530,921,883,884,706
791,5,624,608,709,979,666,793
791,8,1333,529,1443,818,1388,673
791,7,1177,620,1294,986,1235,803
791,39,397,522,472,808,434,665
791,45,237,618,341,969,289,793
792,1,1033,534,1112,813,1072,673
792,2,1495,658,1626,992,1560,825
792,3,710,548,775,805,742,676
792,4,847,535,921,883,884,709
792,5,625,618,709,979,667,798
792,8,1332,536,1442,818,1387,677
792,7,1177,629,1295,986,1236,807
792,39,397,529,473,808,435,668
792,45,237,627,340,969,288,798
793,1,1033,535,1113,813,1073,674
793,2,1494,658,1628,993,1561,825
793,3,710,555,776,806,743,680
793,4,847,543,921,883,884,713
793,5,626,627,711,979,668,803
793,8,1332,543,1441,818,1386,680
793,7,1176,638,1294,986,1235,812
793,39,398,533,475,808,436,670
793,45,237,637,340,969,288,803
794,1,1032,536,1114,813,1073,674
794,2,1493,658,1630,993,1561,825
794,3,710,559,777,806,743,682
794,4,847,551,922,883,884,717
794,5,626,631,712,979,669,805
794,8,1332,549,1441,818,1386,683
794,7,1176,644,1295,987,1235,815
794,39,399,536,477,808,438,672
794,45,237,644,340,969,288,806
795,1,1032,539,1114,813,1073,676
795,2,1492,658,1632,993,1562,825
795,3,709,566,777,806,743,686
795,4,847,559,922,883,884,721
795,5,626,634,714,979,670,806
795,8,1331,557,1440,819,1385,688
795,7,1175,650,1295,987,1235,818
795,39,401,539,479,808,440,673
795,45,238,651,340,969,289,810
796,1,1031,539,1115,813,1073,676
796,2,1492,655,1635,993,1563,824
796,3,709,573,777,806,743,689
796,4,847,568,923,883,885,725
796,5,626,637,715,979,670,808
796,8,1331,565,1438,819,1384,692
796,7,1175,656,1296,987,1235,821
796,39,401,542,480,808,440,675
796,45,238,658,341,969,289,813
797,1,1031,539,1115,813,1073,676
797,2,1491,653,1637,992,1564,822
797,3,710,578,779,806,744,692
797,4,847,576,924,883,885,729
797,5,625,637,716,980,670,808
797,8,1330,572,1438,819,1384,695
797,7,1175,658,1298,987,1236,822
797,39,401,543,482,808,441,675
797,45,237,664,341,969,289,816
798,1,1030,538,1116,813,1073,675
798,2,1490,651,1639,993,1564,822
798,3,708,581,779,806,743,693
798,4,847,580,926,883,886,731
798,5,624,638,717,980,670,809
798,8,1330,578,1438,819,1384,698
798,7,1174,659,1299,987,1236,823
798,39,401,544,483,808,442,676
798,45,237,666,341,969,289,817
799,1,1030,538,1116,813,1073,675
799,2,1489,649,1640,993,1564,821
799,3,708,584,780,806,744,695
799,4,847,584,927,883,887,733
799,5,623,638,718,980,670,809
799,8,1330,583,1438,819,1384,701
799,7,1173,659,1301,987,1237,823
799,39,401,544,483,808,442,676
799,45,236,667,342,969,289,818
800,1,1029,537,1116,812,1072,674
800,2,1487,646,1641,993,1564,819
800,3,708,586,781,806,744,696
800,4,846,586,928,883,887,734
800,5,622,636,718,980,670,808
800,8,1331,586,1439,819,1385,702
800,7,1172,659,1302,987,1237,823
800,39,401,545,484,808,442,676
800,45,235,665,344,969,289,817
801,1,1028,537,1116,813,1072,675
801,2,1486,645,1642,992,1564,818
801,3,708,587,782,806,745,696
801,4,845,587,929,883,887,735
801,5,621,635,719,979,670,807
801,8,1330,588,1440,819,1385,703
801,7,1171,658,1304,987,1237,822
801,39,400,544,484,808,442,676
801,45,235,663,345,969,290,816
802,1,1028,534,1117,812,1072,673
802,2,1486,644,1643,993,1564,818
802,3,708,587,783,806,745,696
802,4,845,587,931,883,888,735
802,5,620,633,720,979,670,806
802,8,1330,589,1441,820,1385,704
802,7,1170,657,1305,987,1237,822
802,39,399,544,484,808,441,676
802,45,233,661,346,969,289,815
803,1,1027,534,1117,813,1072,673
803,2,1485,644,1643,993,1564,818
803,3,707,588,785,806,746,697
803,4,845,587,933,883,889,735
803,5,620,633,720,979,670,806
803,8,1329,590,1442,820,1385,705
803,7,1169,655,1307,987,1238,821
803,39,399,544,484,808,441,676
803,45,233,658,347,969,290,813
804,1,1027,534,1117,813,1072,673
804,2,1485,644,1643,993,1564,818
804,3,707,588,786,806,746,697
804,4,844,587,934,883,889,735
804,5,619,633,721,979,670,806
804,8,1328,590,1442,820,1385,705
804,7,1169,654,1308,987,1238,820
804,39,398,544,484,808,441,676
804,45,232,657,348,969,290,813
805,1,1027,535,1117,813,1072,674
805,2,1484,646,1643,993,1563,819
805,3,707,587,787,807,747,697
805,4,843,585,936,883,889,734
805,5,619,634,722,980,670,807
805,8,1328,589,1444,820,1386,704
805,7,1168,652,1310,987,1239,819
805,39,397,544,483,808,440,676
805,45,232,654,348,969,290,811
806,1,1027,533,1118,813,1072,673
806,2,1484,650,1642,993,1563,821
806,3,706,586,788,807,747,696
806,4,844,584,938,883,891,733
806,5,619,634,722,980,670,807
806,8,1327,589,1445,820,1386,704
806,7,1167,651,1311,987,1239,819
806,39,397,544,483,808,440,676
806,45,231,653,349,969,290,811
807,1,1027,532,1119,813,1073,672
807,2,1483,653,1642,993,1562,823
807,3,706,585,788,807,747,696
807,4,843,584,939,883,891,733
807,5,619,636,723,980,671,808
807,8,1326,589,1445,820,1385,704
807,7,1166,649,1312,987,1239,818
807,39,396,544,483,808,439,676
807,45,231,652,349,969,290,810
808,1,1027,533,1119,813,1073,673
808,2,1482,655,1641,993,1561,824
808,3,705,583,789,807,747,695
808,4,843,583,940,883,891,733
808,5,619,637,724,980,671,808
808,8,1326,589,1446,820,1386,704
808,7,1165,647,1313,987,1239,817
808,39,396,546,482,808,439,677
808,45,231,651,350,969,290,810
809,1,1028,534,1119,813,1073,673
809,2,1482,660,1640,993,1561,826
809,3,705,582,791,807,748,694
809,4,843,583,941,883,892,733
809,5,619,637,725,980,672,808
809,8,1326,588,1447,820,1386,704
809,7,1165,645,1314,987,1239,816
809,39,396,548,482,808,439,678
809,45,231,651,350,969,290,810
810,1,1028,535,1120,813,1074,674
810,2,1481,664,1640,993,1560,828
810,3,705,580,791,806,748,693
810,4,843,582,942,883,892,732
810,5,620,638,726,980,673,809
810,8,1325,588,1448,820,1386,704
810,7,1164,644,1314,987,1239,815
810,39,395,548,482,808,438,678
810,45,231,651,350,969,290,810
811,1,1028,535,1121,813,1074,674
811,2,1481,670,1638,993,1559,831
811,3,705,579,792,807,748,693
811,4,843,582,944,884,893,733
811,5,620,639,727,980,673,809
811,8,1325,588,1449,820,1387,704
811,7,1164,642,1315,987,1239,814
811,39,395,550,482,808,438,679
811,45,232,652,350,969,291,810
812,1,1029,536,1122,813,1075,674
812,2,1481,676,1638,993,1559,834
812,3,705,576,793,807,749,691
812,4,842,581,945,884,893,732
812,5,621,640,728,980,674,810
812,8,1325,588,1449,820,1387,704
812,7,1164,641,1316,987,1240,814
812,39,394,550,481,808,437,679
812,45,232,654,350,969,291,811
813,1,1029,536,1124,813,1076,674
813,2,1480,680,1637,993,1558,836
813,3,705,575,794,807,749,691
813,4,842,581,945,883,893,732
813,5,621,640,729,980,675,810
813,8,1325,588,1450,820,1387,704
813,7,1163,640,1316,986,1239,813
813,39,394,551,481,808,437,679
813,45,232,655,350,969,291,812
814,1,1030,538,1124,813,1077,675
814,2,1481,683,1638,993,1559,838
814,3,705,572,794,807,749,689
814,4,842,581,946,883,894,732
814,5,622,639,731,980,676,809
814,8,1325,587,1451,820,1388,703
814,7,1163,638,1317,987,1240,812
814,39,394,551,481,808,437,679
814,45,232,657,350,969,291,813
815,1,1030,538,1126,813,1078,675
815,2,1481,683,1640,993,1560,838
815,3,704,569,794,807,749,688
815,4,842,581,946,883,894,732
815,5,621,636,732,980,676,808
815,8,1326,587,1453,819,1389,703
815,7,1163,637,1317,986,1240,811
815,39,393,552,481,808,437,680
815,45,233,659,350,969,291,814
816,1,1030,538,1127,813,1078,675
816,2,1481,683,1642,993,1561,838
816,3,703,566,794,807,748,686
816,4,841,580,947,884,894,732
816,5,621,633,734,980,677,806
816,8,1326,586,1453,819,1389,702
816,7,1163,637,1317,986,1240,811
816,39,393,552,482,808,437,680
816,45,233,660,351,969,292,814
817,1,1030,537,1128,813,1079,675
817,2,1482,677,1647,993,1564,835
817,3,703,563,795,807,749,685
817,4,841,581,947,884,894,732
817,5,621,628,735,980,678,804
817,8,1326,585,1455,820,1390,702
817,7,1163,637,1318,986,1240,811
817,39,393,551,482,808,437,679
817,45,234,661,351,969,292,815
818,1,1030,538,1128,813,1079,675
818,2,1481,668,1651,993,1566,830
818,3,703,560,795,807,749,683
818,4,841,581,948,884,894,732
818,5,621,623,737,981,679,802
818,8,1326,583,1457,820,1391,701
818,7,1163,637,1318,986,1240,811
818,39,393,551,483,808,438,679
818,45,235,661,352,969,293,815
819,1,1029,538,1129,813,1079,675
819,2,1480,660,1654,993,1567,826
819,3,702,557,795,808,748,682
819,4,841,581,948,884,894,732
819,5,621,618,738,981,679,799
819,8,1326,580,1458,819,1392,699
819,7,1163,637,1319,986,1241,811
819,39,393,550,483,808,438,679
819,45,235,660,352,969,293,814
820,1,1029,538,1129,813,1079,675
820,2,1480,650,1659,993,1569,821
820,3,701,554,794,807,747,680
820,4,841,581,948,884,894,732
820,5,620,613,739,981,679,797
820,8,1326,576,1460,819,1393,697
820,7,1164,638,1319,986,1241,812
820,39,393,548,483,808,438,678
820,45,235,658,353,969,294,813
821,1,1028,536,1130,813,1079,674
821,2,1480,637,1664,993,1572,815
821,3,701,549,793,806,747,677
821,4,841,579,949,884,895,731
821,5,619,607,739,981,679,794
821,8,1325,570,1462,819,1393,694
821,7,1165,640,1320,986,1242,813
821,39,392,543,485,808,438,675
821,45,235,654,354,969,294,811
822,1,1028,535,1131,813,1079,674
822,2,1479,629,1666,993,1572,811
822,3,700,545,792,805,746,675
822,4,841,578,949,883,895,730
822,5,619,604,739,981,679,792
822,8,1324,565,1464,819,1394,692
822,7,1166,641,1320,986,1243,813
822,39,391,539,485,808,438,673
822,45,235,650,354,969,294,809
823,1,1028,531,1132,813,1080,672
823,2,1477,617,1668,993,1572,805
823,3,699,541,792,805,745,673
823,4,840,576,949,883,894,729
823,5,619,597,740,981,679,789
823,8,1323,558,1467,820,1395,689
823,7,1166,643,1320,986,1243,814
823,39,389,531,486,808,437,669
823,45,234,643,355,970,294,806
824,1,1028,524,1135,813,1081,668
824,2,1477,606,1671,993,1574,799
824,3,698,536,792,805,745,670
824,4,839,572,949,883,894,727
824,5,618,590,740,980,679,785
824,8,1322,547,1470,820,1396,683
824,7,1166,643,1321,987,1243,815
824,39,388,526,486,809,437,667
824,45,232,633,355,970,293,801
825,1,1029,520,1138,813,1083,666
825,2,1477,598,1673,993,1575,795
825,3,698,532,791,806,744,669
825,4,839,569,949,883,894,726
825,5,617,585,740,980,678,782
825,8,1322,540,1472,820,1397,680
825,7,1166,643,1321,987,1243,815
825,39,387,523,486,809,436,666
825,45,231,624,355,970,293,797
826,1,1032,513,1142,813,1087,663
826,2,1478,587,1677,993,1577,790
826,3,698,528,791,806,744,667
826,4,840,566,950,883,895,724
826,5,616,580,738,980,677,780
826,8,1321,527,1475,820,1398,673
826,7,1166,642,1323,988,1244,815
826,39,385,516,485,809,435,662
826,45,229,607,356,970,292,788
827,1,1034,507,1145,813,1089,660
827,2,1481,579,1681,994,1581,786
827,3,697,522,790,806,743,664
827,4,840,561,950,883,895,722
827,5,616,579,737,980,676,779
827,8,1317,503,1479,820,1398,661
827,7,1167,641,1324,989,1245,815
827,39,383,507,485,809,434,658
827,45,226,590,357,970,291,780
828,1,1036,501,1148,813,1092,657
828,2,1482,572,1683,994,1582,783
828,3,697,514,790,806,743,660
828,4,840,558,951,883,895,720
828,5,616,576,736,981,676,778
828,8,1318,494,1481,820,1399,657
828,7,1167,639,1326,989,1246,814
828,39,382,501,484,809,433,655
828,45,225,577,357,970,291,773
829,1,1037,493,1151,813,1094,653
829,2,1485,564,1686,994,1585,779
829,3,697,510,790,806,743,658
829,4,839,551,952,883,895,717
829,5,615,570,735,981,675,775
829,8,1317,474,1486,820,1401,647
829,7,1168,635,1328,989,1248,812
829,39,379,492,482,809,430,650
829,45,223,561,357,970,290,765
830,1,1038,484,1153,813,1095,648
830,2,1485,557,1688,994,1586,775
830,3,697,504,789,807,743,655
830,4,839,542,953,883,896,712
830,5,614,564,734,981,674,772
830,8,1320,462,1490,820,1405,641
830,7,1168,629,1330,989,1249,809
830,39,376,482,480,809,428,645
830,45,220,546,355,970,287,758
831,1,1038,477,1154,813,1096,645
831,2,1486,550,1688,995,1587,772
831,3,697,501,788,807,742,654
831,4,839,536,953,883,896,709
831,5,614,560,732,981,673,770
831,8,1323,456,1492,820,1407,638
831,7,1168,625,1332,989,1250,807
831,39,374,475,478,809,426,642
831,45,219,537,354,970,286,753
832,1,1038,469,1155,813,1096,641
832,2,1488,541,1692,995,1590,768
832,3,699,498,789,807,744,652
832,4,838,528,954,883,896,705
832,5,613,557,730,981,671,769
832,8,1326,451,1493,820,1409,635
832,7,1168,618,1334,989,1251,803
832,39,373,464,478,809,425,636
832,45,220,527,353,969,286,748
833,1,1037,460,1156,813,1096,636
833,2,1491,535,1695,995,1593,765
833,3,700,497,789,807,744,652
833,4,838,516,955,883,896,699
833,5,613,551,729,981,671,766
833,8,1327,449,1491,820,1409,634
833,7,1169,612,1336,989,1252,800
833,39,375,457,479,809,427,633
833,45,222,519,354,970,288,744
834,1,1038,456,1156,813,1097,634
834,2,1493,534,1696,995,1594,764
834,3,701,495,789,807,745,651
834,4,838,505,956,883,897,694
834,5,613,543,730,981,671,762
834,8,1329,448,1489,820,1409,634
834,7,1170,608,1338,989,1254,798
834,39,376,455,479,809,427,632
834,45,224,515,355,970,289,742
835,1,1039,453,1157,813,1098,633
835,2,1497,536,1697,995,1597,765
835,3,701,490,790,808,745,649
835,4,838,486,961,883,899,684
835,5,614,526,732,981,673,753
835,8,1332,448,1487,820,1409,634
835,7,1170,602,1339,988,1254,795
835,39,376,455,478,809,427,632
835,45,227,511,356,969,291,740
835,68,241,519,291,660,266,589
836,1,1041,451,1159,813,1100,632
836,2,1502,540,1697,995,1599,767
836,3,700,487,790,808,745,647
836,4,838,475,963,883,900,679
836,5,614,509,734,981,674,745
836,8,1334,449,1485,820,1409,634
836,7,1170,595,1341,988,1255,791
836,39,376,464,473,810,424,637
836,45,229,509,356,969,292,739
837,1,1042,452,1160,813,1101,632
837,2,1505,542,1697,995,1601,768
837,3,702,487,790,807,746,647
837,4,839,474,963,883,901,678
837,5,617,501,738,980,677,740
837,8,1337,451,1483,820,1410,635
837,7,1170,588,1343,988,1256,788
837,39,379,460,476,810,427,635
837,45,230,509,355,970,292,739
838,1,1043,453,1161,814,1102,633
838,2,1509,544,1698,995,1603,769
838,3,700,484,788,808,744,646
838,4,840,472,962,883,901,677
838,5,618,496,740,981,679,738
838,8,1339,452,1482,820,1410,636
838,7,1171,580,1345,988,1258,784
838,39,380,458,477,810,428,634
838,45,231,509,354,970,292,739
839,1,1044,454,1161,814,1102,634
839,2,1511,546,1699,995,1605,770
839,3,701,483,790,808,745,645
839,4,840,475,960,883,900,679
839,5,618,496,740,983,679,739
839,8,1341,453,1481,820,1411,636
839,7,1169,566,1347,988,1258,777
839,39,380,457,478,810,429,633
839,45,232,510,353,971,292,740
840,1,1044,455,1162,814,1103,634
840,2,1513,546,1699,994,1606,770
840,3,703,481,791,808,747,644
840,4,841,478,959,883,900,680
840,5,616,496,736,984,676,740
840,8,1343,453,1479,820,1411,636
840,7,1168,556,1348,988,1258,772
840,39,380,457,478,810,429,633
840,45,233,511,353,971,293,741
841,1,1045,456,1162,814,1103,635
841,2,1515,547,1699,994,1607,770
841,3,703,479,792,808,747,643
841,4,841,481,957,882,899,681
841,5,616,500,734,984,675,742
841,8,1344,454,1477,820,1410,637
841,7,1169,541,1352,989,1260,765
841,39,381,457,480,810,430,633
841,45,234,513,353,971,293,742
842,1,1045,457,1162,814,1103,635
842,2,1516,547,1699,994,1607,770
842,3,705,478,793,808,749,643
842,4,842,482,956,882,899,682
842,5,616,503,732,984,674,743
842,8,1345,455,1476,819,1410,637
842,7,1172,530,1358,989,1265,759
842,39,382,456,481,810,431,633
842,45,234,515,353,971,293,743
843,1,1045,457,1163,814,1104,635
843,2,1517,547,1699,994,1608,770
843,3,704,478,793,808,748,643
843,4,843,483,956,882,899,682
843,5,616,506,730,983,673,744
843,8,1346,455,1475,819,1410,637
