frame,track_id,x1,y1,x2,y2,cx,cy
57,5,623,618,753,974,688,796
57,6,246,648,384,962,315,805
57,7,1181,642,1291,972,1236,807
57,8,1338,584,1456,813,1397,698
57,9,409,545,501,802,455,673
58,1,1055,522,1153,805,1104,663
58,2,1484,631,1646,977,1565,804
58,3,714,549,818,799,766,674
58,4,854,590,967,881,910,735
58,5,624,613,757,974,690,793
58,6,246,639,385,962,315,800
58,7,1181,643,1290,972,1235,807
58,8,1336,582,1457,813,1396,697
58,9,409,544,501,802,455,673
59,1,1054,521,1152,806,1103,663
59,2,1484,628,1646,977,1565,802
59,3,717,547,821,798,769,672
59,4,853,584,967,881,910,732
59,5,622,611,756,974,689,792
59,6,246,632,385,962,315,797
59,7,1180,643,1289,972,1234,807
59,8,1335,580,1456,813,1395,696
59,9,408,542,501,802,454,672
60,1,1053,520,1151,805,1102,662
60,2,1483,625,1644,977,1563,801
60,3,719,544,823,798,771,671
60,4,852,580,966,881,909,730
60,5,622,608,757,974,689,791
60,6,246,622,386,961,316,791
60,7,1180,643,1288,972,1234,807
60,8,1334,575,1457,813,1395,694
60,9,407,538,501,802,454,670
61,1,1053,517,1151,805,1102,661
61,2,1483,621,1643,977,1563,799
61,3,720,540,825,797,772,668
61,4,850,574,966,881,908,727
61,5,621,603,754,971,687,787
61,6,248,614,386,960,317,787
61,7,1179,641,1287,972,1233,806
61,8,1331,568,1456,813,1393,690
61,9,407,531,502,802,454,666
62,1,1054,515,1151,806,1102,660
62,2,1483,619,1643,977,1563,798
62,3,721,538,826,797,773,667
62,4,850,568,966,881,908,724
62,5,620,600,752,969,686,784
62,6,249,608,386,958,317,783
62,7,1178,640,1286,971,1232,805
62,8,1329,562,1456,813,1392,687
62,9,406,526,503,802,454,664
63,1,1054,512,1150,806,1102,659
63,2,1483,616,1642,977,1562,796
63,3,722,535,828,798,775,666
63,4,849,560,966,881,907,720
63,5,621,597,749,959,685,778
63,6,249,601,380,941,314,771
63,7,1177,634,1286,972,1231,803
63,8,1328,555,1456,813,1392,684
63,9,406,517,504,802,455,659
64,1,1054,509,1148,804,1101,656
64,2,1483,611,1641,977,1562,794
64,3,724,532,829,798,776,665
64,4,849,554,965,881,907,717
64,5,624,594,747,944,685,769
64,6,247,593,375,929,311,761
64,7,1176,625,1287,972,1231,798
64,8,1326,545,1455,812,1390,678
64,9,405,511,504,802,454,656
65,1,1055,505,1147,803,1101,654
65,2,1483,608,1640,977,1561,792
65,3,725,530,830,798,777,664
65,4,849,550,964,879,906,714
65,5,626,591,745,937,685,764
65,6,246,589,373,924,309,756
65,7,1176,620,1287,972,1231,796
65,8,1326,539,1455,812,1390,675
65,9,405,506,504,802,454,654
66,1,1055,503,1145,796,1100,649
66,2,1483,604,1639,978,1561,791
66,3,726,527,831,798,778,662
66,4,850,545,964,877,907,711
66,5,626,590,744,935,685,762
66,6,244,585,371,922,307,753
66,7,1176,613,1288,971,1232,792
66,8,1326,527,1455,810,1390,668
66,9,406,501,504,802,455,651
67,1,1056,500,1142,787,1099,643
67,2,1482,598,1638,978,1560,788
67,3,726,524,832,798,779,661
67,4,855,544,959,853,907,698
67,5,625,588,742,934,683,761
67,6,241,580,369,922,305,751
67,7,1177,605,1289,967,1233,786
67,8,1329,519,1455,806,1392,662
67,9,403,495,502,800,452,647
68,1,1057,498,1141,783,1099,640
68,2,1480,595,1636,978,1558,786
68,3,727,522,832,798,779,660
68,4,856,542,957,844,906,693
68,5,626,585,741,933,683,759
68,6,240,578,367,922,303,750
68,7,1179,601,1289,953,1234,777
68,8,1332,514,1453,796,1392,655
68,9,404,494,500,792,452,643
69,1,1057,496,1140,782,1098,639
69,2,1478,588,1635,978,1556,783
69,3,727,520,831,798,779,659
69,4,855,537,954,840,904,688
69,5,626,583,741,933,683,758
69,6,239,576,367,921,303,748
69,7,1181,595,1290,941,1235,768
69,8,1333,509,1449,790,1391,649
69,9,407,491,501,784,454,637
70,1,1057,494,1139,781,1098,637
70,2,1478,583,1631,967,1554,775
70,3,726,518,829,799,777,658
70,4,854,530,952,834,903,682
70,5,626,579,741,933,683,756
70,6,240,575,367,920,303,747
70,7,1179,592,1288,936,1233,764
70,8,1332,505,1446,787,1389,646
70,9,412,488,504,782,458,635
71,1,1058,493,1138,780,1098,636
71,2,1478,580,1629,956,1553,768
71,3,726,516,827,798,776,657
71,4,858,526,945,795,901,660
71,5,625,578,740,933,682,755
71,6,241,574,367,920,304,747
71,7,1176,590,1286,935,1231,762
71,8,1332,503,1443,786,1387,644
71,9,414,486,504,781,459,633
72,1,1058,492,1138,781,1098,636
72,2,1476,575,1625,945,1550,760
72,3,726,515,825,798,775,656
72,4,853,521,949,824,901,672
72,5,625,575,740,933,682,754
72,6,242,573,368,921,305,747
72,7,1172,584,1284,934,1228,759
72,8,1332,503,1441,787,1386,645
72,9,415,485,504,780,459,632
73,1,1058,492,1137,781,1097,636
73,2,1474,571,1623,941,1548,756
73,3,725,515,822,798,773,656
73,4,852,517,951,832,901,674
73,5,625,572,740,933,682,752
73,6,244,572,369,921,306,746
73,7,1171,583,1285,934,1228,758
73,8,1332,503,1439,788,1385,645
73,9,416,484,503,780,459,632
74,1,1059,491,1137,780,1098,635
74,2,1472,569,1622,940,1547,754
74,3,725,515,819,798,772,656
74,4,852,516,951,836,901,676
74,5,626,570,741,932,683,751
74,6,247,571,371,922,309,746
74,7,1171,583,1286,934,1228,758
74,8,1332,503,1437,788,1384,645
74,9,417,484,503,779,460,631
75,1,1060,491,1137,781,1098,636
75,2,1470,568,1622,939,1546,753
75,3,725,514,816,797,770,655
75,4,852,515,950,837,901,676
75,5,627,569,741,932,684,750
75,6,247,571,370,921,308,746
75,7,1167,582,1282,934,1224,758
75,8,1332,504,1435,788,1383,646
75,9,419,484,503,779,461,631
76,1,1060,492,1137,782,1098,637
76,2,1467,568,1620,939,1543,753
76,3,725,515,814,797,769,656
76,4,853,515,950,838,901,676
76,5,627,569,741,933,684,751
76,6,249,571,370,922,309,746
76,7,1162,582,1278,934,1220,758
76,8,1332,504,1432,788,1382,646
76,9,419,484,502,779,460,631
77,1,1061,492,1137,783,1099,637
77,2,1465,567,1618,939,1541,753
77,3,726,515,812,797,769,656
77,4,853,515,949,838,901,676
77,5,627,569,741,933,684,751
77,6,250,572,369,922,309,747
77,7,1161,583,1276,935,1218,759
77,8,1332,504,1430,788,1381,646
77,9,419,483,501,780,460,631
78,1,1061,492,1137,782,1099,637
78,2,1464,568,1617,939,1540,753
78,3,726,514,810,797,768,655
78,4,855,519,949,838,902,678
78,5,628,569,742,934,685,751
78,6,252,573,370,923,311,748
78,7,1160,586,1274,934,1217,760
78,8,1331,505,1428,788,1379,646
78,9,419,483,500,780,459,631
79,1,1061,493,1136,782,1098,637
79,2,1462,569,1616,939,1539,754
79,3,726,514,809,797,767,655
79,4,856,521,948,838,902,679
79,5,629,570,742,934,685,752
79,6,255,575,371,924,313,749
79,7,1159,586,1273,934,1216,760
79,8,1330,504,1425,788,1377,646
79,9,420,483,499,779,459,631
80,1,1061,493,1136,782,1098,637
80,2,1460,569,1615,940,1537,754
80,3,726,514,806,793,766,653
80,4,857,522,948,838,902,680
80,5,629,571,742,935,685,753
80,6,257,576,371,924,314,750
80,7,1168,652,1260,934,1214,793
80,8,1330,505,1423,788,1376,646
80,9,421,483,499,779,460,631
81,1,1062,493,1136,783,1099,638
81,2,1459,570,1614,940,1536,755
81,3,726,514,804,788,765,651
81,4,857,522,948,838,902,680
81,5,630,572,742,935,686,753
81,6,260,577,372,924,316,750
81,7,1160,603,1267,935,1213,769
81,8,1330,505,1421,788,1375,646
81,9,422,483,498,779,460,631
82,1,1062,493,1136,783,1099,638
82,2,1457,570,1614,940,1535,755
82,3,725,513,803,786,764,649
82,4,858,522,948,838,903,680
82,5,631,572,742,935,686,753
82,6,261,577,371,924,316,750
82,7,1157,591,1267,935,1212,763
82,8,1329,505,1420,787,1374,646
82,9,422,483,498,780,460,631
82,14,1165,585,1255,751,1210,668
83,1,1063,493,1136,783,1099,638
83,2,1456,570,1613,940,1534,755
83,3,725,513,802,785,763,649
83,4,858,521,948,838,903,679
83,5,632,572,742,935,687,753
83,6,261,577,370,924,315,750
83,7,1157,587,1268,935,1212,761
83,8,1329,505,1418,787,1373,646
83,9,423,483,498,779,460,631
83,14,1165,587,1255,751,1210,669
83,15,1177,670,1258,935,1217,802
84,1,1063,493,1135,783,1099,638
84,2,1456,570,1613,941,1534,755
84,3,726,512,802,785,764,648
84,4,858,522,947,838,902,680
84,5,632,572,742,935,687,753
84,6,262,577,370,925,316,751
84,8,1329,504,1417,787,1373,645
84,9,423,483,498,779,460,631
84,14,1164,587,1254,750,1209,668
84,15,1181,665,1264,936,1222,800
85,1,1063,493,1135,783,1099,638
85,2,1454,571,1612,940,1533,755
85,3,725,512,802,785,763,648
85,4,858,523,947,838,902,680
85,5,632,572,741,935,686,753
85,6,263,577,370,925,316,751
85,8,1329,504,1416,788,1372,646
85,9,424,483,498,779,461,631
85,14,1164,587,1254,750,1209,668
85,15,1183,666,1266,936,1224,801
85,7,1157,587,1268,934,1212,760
86,1,1063,492,1135,783,1099,637
86,2,1453,572,1611,940,1532,756
86,3,726,512,802,785,764,648
86,4,858,524,947,838,902,681
86,5,633,571,741,935,687,753
86,6,263,577,369,925,316,751
86,8,1329,503,1415,788,1372,645
86,9,425,484,498,779,461,631
86,14,1166,587,1258,752,1212,669
86,15,1179,665,1262,936,1220,800
86,7,1158,585,1269,935,1213,760
87,1,1063,492,1135,783,1099,637
87,2,1452,571,1611,940,1531,755
87,3,726,512,801,785,763,648
87,4,858,525,947,839,902,682
87,5,633,571,741,935,687,753
87,6,263,577,369,925,316,751
87,8,1329,504,1414,787,1371,645
87,9,425,485,498,780,461,632
87,7,1158,585,1268,935,1213,760
88,1,1063,492,1135,783,1099,637
88,2,1451,571,1611,940,1531,755
88,3,726,512,801,785,763,648
