video_name,frame_id,from_id,to_id,distance,reason
Kum_Pa_Gun_Poong_Hork,464,9,8,13.641607194221951,duplicate
Kum_Pa_Gun_Poong_Hork,465,9,8,13.080644109895818,duplicate
Kum_Pa_Gun_Poong_Hork,466,9,8,14.803090104382356,duplicate
Kum_Pa_Gun_Poong_Hork,467,9,8,16.4701862966105,duplicate
Kum_Pa_Gun_Poong_Hork,471,9,8,11.909216815719347,duplicate
Kum_Pa_Gun_Poong_Hork,472,9,8,13.160096403884818,duplicate
Kum_Pa_Gun_Poong_Hork,594,9,8,5.234222208332269,duplicate
Kum_Pa_Gun_Poong_Hork,595,9,8,10.571345213191595,duplicate
Mek_Khara_Lor_Kaew,78,9,5,19.85175665938436,duplicate
Mek_Khara_Lor_Kaew,138,9,6,18.901718327090272,duplicate
Mek_Khara_Lor_Kaew,139,9,6,18.71263916419459,duplicate
Mek_Khara_Lor_Kaew,142,9,4,18.959298641970133,duplicate
Mek_Khara_Lor_Kaew,170,9,8,16.900756599404176,duplicate
Mek_Khara_Lor_Kaew,171,9,7,16.4146711128575,duplicate
Mek_Khara_Lor_Kaew,172,9,8,15.492867795452606,duplicate
Mek_Khara_Lor_Kaew,195,9,7,20.724995106399138,duplicate
Mek_Khara_Lor_Kaew,196,9,8,20.389831596117503,duplicate
Mek_Khara_Lor_Kaew,197,9,8,20.6661373799736,duplicate
Mek_Khara_Lor_Kaew,198,9,8,20.511884774817975,duplicate
Mek_Khara_Lor_Kaew,199,9,8,20.433769867657343,duplicate
Mek_Khara_Lor_Kaew,200,9,8,19.513298845218667,duplicate
Mek_Khara_Lor_Kaew,201,9,8,19.57961766788921,duplicate
Mek_Khara_Lor_Kaew,202,9,8,20.621528689144405,duplicate
Mek_Khara_Lor_Kaew,203,9,8,20.09110777420231,duplicate
Mek_Khara_Lor_Kaew,204,9,8,19.91090280739016,duplicate
Mek_Khara_Lor_Kaew,205,9,8,19.504532818196246,duplicate
Mek_Khara_Lor_Kaew,206,9,8,19.232319667289836,duplicate
Mek_Khara_Lor_Kaew,207,9,8,19.40088676921388,duplicate
Mek_Khara_Lor_Kaew,208,9,8,19.4540939373442,duplicate
Mek_Khara_Lor_Kaew,209,9,8,19.112806167410547,duplicate
Mek_Khara_Lor_Kaew,210,9,8,18.785158123369346,duplicate
Mek_Khara_Lor_Kaew,212,9,8,18.849340636789915,duplicate
Mek_Khara_Lor_Kaew,213,9,8,18.986632183086947,duplicate
Mek_Khara_Lor_Kaew,214,9,8,18.481365945640913,duplicate
Narai_Kwang_Jug,104,9,8,6.036620239938738,duplicate
Narai_Kwang_Jug,105,9,8,7.051498965509393,duplicate
Narai_Kwang_Jug,106,9,8,5.984243280052693,duplicate
Narai_Kwang_Jug,108,9,7,10.198065443030483,duplicate
Narai_Kwang_Jug,109,9,8,7.5180799038478385,duplicate
Narai_Kwang_Jug,111,9,8,8.063207296234193,duplicate
Narai_Kwang_Jug,113,9,8,13.148786785276574,duplicate
Narai_Kwang_Jug,114,9,8,13.839167890356656,duplicate
Narai_Kwang_Jug,115,9,8,10.12347415366197,duplicate
Narai_Kwang_Jug,116,9,8,7.528765343633262,duplicate
Narai_Kwang_Jug,117,9,8,7.596539658209232,duplicate
Narai_Kwang_Jug,127,9,8,15.051781422764988,duplicate
Narai_Kwang_Jug,128,9,8,14.250881916181271,duplicate
Narai_Kwang_Jug,129,9,8,16.196570890447227,duplicate
Narai_Kwang_Jug,389,9,8,15.421518234054341,duplicate
Narai_Kwang_Jug,403,9,8,4.968314863609301,duplicate
Narai_Kwang_Jug,404,9,8,4.750326888830499,duplicate
Narai_Kwang_Jug,405,9,7,4.757173779492171,duplicate
Narai_Kwang_Jug,433,9,7,11.728694575476728,duplicate
Narai_Kwang_Jug,434,9,8,3.5738999168996535,duplicate
Narai_Kwang_Jug,445,9,8,15.80402649848605,duplicate
Narai_Kwang_Jug,446,9,8,16.528403951182952,duplicate
Narai_Kwang_Jug,447,9,8,22.932799915120977,duplicate
Narai_Kwang_Jug,448,9,8,16.720709396233445,duplicate
Narai_Kwang_Jug,449,9,8,19.859394671124036,duplicate
Narai_Kwang_Jug,466,9,8,3.878487498875621,duplicate
Narai_Kwang_Jug,484,9,8,10.126849474949971,duplicate
Narai_Kwang_Jug,485,9,8,6.749308652612668,duplicate
Narai_Kwang_Jug,493,9,8,4.074175932030358,duplicate
Narai_Kwang_Jug,494,9,8,4.097914784148379,duplicate
Narai_Kwang_Jug,495,9,8,8.274129056002732,duplicate
Narai_Kwang_Jug,496,9,8,12.150744004319884,duplicate
Narai_Kwang_Jug,499,9,8,7.428201997656732,duplicate
Narai_Kwang_Jug,500,9,8,8.614531140374957,duplicate
Narai_Kwang_Jug,501,9,8,10.541485312203692,duplicate
Narai_Kwang_Jug,502,9,8,8.236859747911055,duplicate
Narai_Kwang_Jug,507,9,8,12.060815917391274,duplicate
Narai_Kwang_Jug,510,9,8,11.892705937168069,duplicate
Narai_Kwang_Jug,511,9,8,12.491701248465281,duplicate
Narai_Kwang_Jug,512,9,8,12.490807415648192,duplicate
Narai_Kwang_Jug,513,9,8,15.888602830743181,duplicate
Narai_Kwang_Jug,515,9,8,7.142875089304036,duplicate
Narai_Kwang_Jug,516,9,8,21.444010235232795,duplicate
Narai_Kwang_Jug,517,9,8,9.877038643318762,duplicate
Narai_Kwang_Jug,518,9,8,9.284739445583536,duplicate
Narai_Kwang_Jug,519,9,8,7.373894986794389,duplicate
Narai_Kwang_Jug,520,9,8,7.516963917911204,duplicate
Narai_Kwang_Jug,521,9,8,8.357962253084326,duplicate
Narai_Kwang_Jug,522,9,8,13.765241660475692,duplicate
Narai_Kwang_Jug,523,9,8,8.973668655198713,duplicate
Narai_Kwang_Jug,524,9,8,11.25709355315787,duplicate
Narai_Kwang_Jug,561,9,8,13.573977877680628,duplicate
Narai_Kwang_Jug,565,9,8,9.820435286013254,duplicate
Narai_Kwang_Jug,566,9,7,12.74842278750906,duplicate
Narai_Kwang_Jug,567,9,7,14.481773283501822,duplicate
Narai_Kwang_Jug,567,10,8,11.041179526582635,duplicate
Narai_Kwang_Jug,568,9,7,13.85084225088118,duplicate
Narai_Kwang_Jug,569,10,6,17.059511506733628,duplicate
Narai_Kwang_Jug,569,9,7,14.306683150316145,duplicate
Narai_Kwang_Jug,570,9,7,14.65659842158665,duplicate
Narai_Kwang_Jug,571,9,7,13.245111217383315,duplicate
Narai_Kwang_Jug,572,9,6,13.491744231032063,duplicate
Narai_Kwang_Jug,572,10,7,17.537365167478804,duplicate
Narai_Kwang_Jug,573,8,6,13.308813758805298,duplicate
Narai_Kwang_Jug,573,10,7,17.464000302931268,duplicate
Narai_Kwang_Jug,574,10,6,16.99655463545619,duplicate
Narai_Kwang_Jug,574,9,8,13.799047288828078,duplicate
Narai_Kwang_Jug,575,9,8,12.3544696401619,duplicate
Narai_Kwang_Jug,576,9,8,12.388239296609905,duplicate
Narai_Kwang_Jug,577,9,8,12.669204780212889,duplicate
Narai_Kwang_Jug,578,9,8,12.350708720268052,duplicate
Narai_Kwang_Jug,579,9,7,12.140415199444776,duplicate
Narai_Kwang_Jug,580,9,8,12.263995278384836,duplicate
Narai_Kwang_Jug,581,9,8,11.57499700410709,duplicate
Narai_Kwang_Jug,583,9,8,6.5417765076786525,duplicate
Narai_Kwang_Jug,591,9,8,5.701833082665644,duplicate
Narai_Kwang_Jug,783,9,8,5.681465471596168,duplicate
Phra_Ram_Phang_Sorn,175,9,8,4.077986373695118,duplicate
Phra_Ram_Phang_Sorn,176,9,7,11.333518878351194,duplicate
Phra_Ram_Phang_Sorn,179,9,7,18.25659545524306,duplicate
Phra_Ram_Phang_Sorn,180,9,6,17.515704717903482,duplicate
Phra_Ram_Phang_Sorn,187,9,3,13.013494606027566,duplicate
Phra_Ram_Phang_Sorn,188,9,7,13.480463072244657,duplicate
Phra_Ram_Phang_Sorn,309,9,8,6.108856683405247,duplicate
Phra_Ram_Phang_Sorn,311,9,8,6.325305482848589,duplicate
